company_id,company_name,website,industry,primary_service,country,city,state,employee_range,estimated_revenue_usd,founded_year,ownership,customer_profile,business_model,revenue_model,geography,key_services,growth_signal,reputation_signal,technology_stack,linkedin_url,company_description,demo_fit
C121,Northrop Grumman,https://northropgrumman.com,Aerospace & Defense,"Aerospace systems, defense electronics, cyber, space systems",United States,Falls Church,Virginia,501-1000,39000M,2000,Public,US Department of Defense; intelligence agencies,B2B Services,Contract/Project,North America,"Ballistic missile defense, combat systems, space systems",Stable,Positive,C++;Python;Linux;AWS,https://www.linkedin.com/company/northrop-grumman,Leading global aerospace and defense technology company specializing in advanced systems for government and military,Low
C122,BAE Systems,https://baesystems.com,Aerospace & Defense,"Defense, security, aerospace manufacturing",United Kingdom,Farnborough,Hampshire,1001-5000,29000M,1999,Public,UK and allied governments; defense organizations,B2B Services,Contract/Project,Europe + Global,"Armored vehicles, electronics, naval systems, cyber",Stable,Positive,C;C++;Python;Linux;AWS,https://www.linkedin.com/company/bae-systems,"Global defense, security and aerospace company providing advanced systems and services to governments and militaries",Low
C123,L3Harris Technologies,https://l3harris.com,Aerospace & Defense,"Defense electronics, communication, avionics, space systems",United States,Melbourne,Florida,101-250,18000M,2019,Public,US DoD; intelligence; tactical communication,B2B Services,Contract/Project,North America,"Tactical communications, avionics, night vision, space systems",Stable,Positive,C++;Python;Linux;RTOS,https://www.linkedin.com/company/l3harris-technologies,"Providing next-gen sensing, communications, and electronic warfare solutions for defense and space missions",Low
C124,Capital One Financial,https://capitalone.com,Banking,"Credit cards, auto finance, digital banking",United States,McLean,Virginia,501-1000,38000M,1994,Public,Consumers; small businesses,B2C + B2B,Subscription + interest income,North America,"Credit cards, savings/checking accounts, auto loans, cloud banking",Growing,Positive,AWS;Java;Python;React,https://www.linkedin.com/company/capital-one,Leading digital bank focused on credit cards and consumer finance with a cloud-first technology stack,High
C125,TD Bank Group,https://td.com,Banking,"Retail and commercial banking, wealth management",Canada,Toronto,Ontario,10001-50000,40000M,1855,Public,Consumers; small and large businesses; wealth clients,Banking,Interest income + fees,North America,"Personal banking, commercial lending, wealth management",Stable,Positive,Java;Python;Cloud;CRM,https://www.linkedin.com/company/td-bank,"Major North American bank offering personal banking, business services, wealth management and insurance products",Medium
C126,Prudential Financial,https://prudential.com,Insurance,"Life insurance, retirement, and investment management",United States,Newark,New Jersey,501-1000,70000M,1875,Public,Consumers; institutional investors; retirement plan sponsors,B2C + B2B,Premiums + investment income,Global,"Life insurance, retirement annuities, asset management",Stable,Positive,Java;C++;SOA;Cloud;Data,https://www.linkedin.com/company/prudential-financial,"Financial services leader providing life insurance, retirement solutions, and investment management globally",Low
C127,Liberty Mutual Insurance,https://libertymutual.com,Insurance,Personal and commercial property and casualty insurance,United States,Boston,Massachusetts,501-1000,45000M,1912,Mutual,Individuals; businesses; organizations,B2C + B2B,Premiums,North America + Global,"Home, auto, business, workers comp, liability, pet insurance",Stable,Positive,Actuarial;Underwriting;Digital;Analytics,https://www.linkedin.com/company/liberty-mutual,"Leading personal and commercial property and casualty insurer serving individuals, families, and businesses worldwide",Low
C128,Unity Technologies,https://unity.com,Developer Tools,Real-time 2D/3D content creation and runtime engine,United States,San Francisco,California,101-250,1600M,2004,Public,Game developers; automotive; film; architecture; simulation,B2B SaaS,Subscription,Global,"Game engine, real-time 3D creation, AI tools, multiplay, simulation",Growing,Positive,C++;C#;AWS;Mobile;AI/ML,https://www.linkedin.com/company/unity-technologies,"Real-time 3D development platform powering games, simulations, automotive experiences, and digital twin content creation",High
C129,PTC Inc.,https://ptc.com,Developer Tools,"CAD, PLM, IoT, augmented reality software for manufacturers",United States,Boston,Massachusetts,101-250,2000M,1985,Public,Manufacturing; engineering; product development teams,B2B SaaS,Subscription,Global,"CAD, product lifecycle management, IoT, AR/VR, digital twin",Growing,Positive,AWS;Azure;React;IoT;CAD,https://www.linkedin.com/company/ptc,"Enterprise software company enabling digital transformation through CAD, PLM, IoT, and augmented reality solutions for manufacturers",High
C130,Spotify Technology,https://spotify.com,Media & Entertainment,Audio streaming and podcast platform,Sweden,Stockholm,Stockholm,101-250,14000M,2006,Public,Listeners; creators; advertisers,B2C + B2B,Subscription + ad-supported,Global,"Music streaming, podcasts, audiobooks, ad-supported free tier",Stable,Positive,Python;Java;Big Data;AI/Recommendation,https://www.linkedin.com/company/spotify,"Audio streaming platform offering music, podcasts, and audiobooks to hundreds of millions of listeners worldwide",Medium
C131,Bechtel Corporation,https://bechtel.com,Construction & Engineering,"Large-scale engineering, construction, and project management",United States,Reston,Virginia,501-1000,17600M,1898,Private,Government; energy; infrastructure clients; mining,Professional Services,Project-based,Global,"Energy infrastructure, transportation, nuclear, environmental, mining, defense",Stable,Positive,Engineering;Project Mgmt;Safety;Operations,https://www.linkedin.com/company/bechtel,"Global engineering, construction, and project management firm delivering landmark infrastructure and energy projects worldwide",Low
C132,AECOM,https://aecom.com,Construction & Engineering,"Infrastructure consulting, design, and program management",United States,Los Angeles,California,501-1000,14400M,2010,Public,Government agencies; developers; transportation; utilities,Professional Services + B2B,Project-based + recurring,Global,"Transportation, water, building, energy, environmental, urban development",Stable,Positive,Engineering;GIS;Project Mgmt;Digital,https://www.linkedin.com/company/aecom,"Global infrastructure consulting firm delivering design, program management, and construction services across transportation, water, buildings, and energy",Low
C133,CBRE Group,https://cbre.com,Real Estate,"Commercial real estate services: brokerage, property management, investment",United States,Dallas,Texas,1001-5000,33000M,1904,Public,Property owners; tenants; investors; corporate occupiers,Professional Services,Fee-based + investment,Global,"Office, industrial, retail, multifamily brokerage; property management; investment sales; valuation",Stable,Positive,PropTech;CRM;Analytics;GIS;Data,https://www.linkedin.com/company/cbre-group,"World's largest commercial real estate services and investment firm specializing in office, industrial, retail, and multifamily properties",Low
C134,Airbnb,https://airbnb.com,Travel & Hospitality,"Online marketplace for lodging, experiences, and vacation rentals",United States,San Francisco,California,501-1000,9900M,2008,Public,Travelers; hosts; property owners,Two-sided Marketplace,Service fees + host fees,Global,"Home stays, experiences, long-term stays, luxury listings, unique accommodations",Stable,Positive,React;Node.js;AWS;Mobile;AI/ML,https://www.linkedin.com/company/airbnb,Global travel platform connecting guests with unique accommodations and local experiences in over 220 countries and regions,Medium
C135,Booking Holdings,https://bookingholdings.com,Travel & Hospitality,"Online travel booking: hotels, flights, rentals, restaurants",United States,Norwalk,Connecticut,501-1000,28000M,2005,Public,Travelers; consumers; hotels; airlines,Two-sided Marketplace,Commission + advertising,Global,"Booking.com, Priceline, Agoda, Kayak, OpenTable, Rentalcars",Stable,Positive,Java;C++;Python;Big Data;AI/ML,https://www.linkedin.com/company/booking-holdings,"World's largest online travel company operating multiple brands across accommodation, travel, and dining reservations",Medium
C136,Expedia Group,https://expediagroup.com,Travel & Hospitality,"Online travel booking: Expedia, Hotels.com, Orbitz, Vrbo",United States,Seattle,Washington,501-1000,13000M,1996,Public,Consumers; travel providers; hotels,Two-sided Marketplace,Commission + advertising,Global,"Expedia, Hotels.com, Orbitz, Vrbo, Travelocity, Hotwire",Stable,Positive,Java;Python;Cloud;AI/Recommendations,https://www.linkedin.com/company/expedia-group,"Global travel technology platform offering hotel, flight, car rental, and vacation rental booking through multiple consumer brands",Medium
C137,Maersk Group,https://maersk.com,Logistics & Shipping,"Integrated container logistics, port terminals, and supply chain services",Denmark,Copenhagen,Hovedstaden,10001-50000,44000M,1904,Public,Shippers; freight forwarders; importers/exporters,Logistics Services,Freight rates + logistics fees,Global,"Container shipping, port terminals, logistics, air freight, inland services",Stable,Positive,Logistics;Operations;Digital;Supply Chain,https://www.linkedin.com/company/maersk,Global leader in integrated container logistics and supply chain services connecting businesses and consumers across continents,Low
C138,Hapag-Lloyd,https://hapag-lloyd.com,Logistics & Shipping,Container shipping and logistics services,Germany,Hamburg,Hamburg,501-1000,22000M,1970,Public,Shippers; freight forwarders; global trade,Logistics Services,Freight + logistics fees,Global,"Container shipping, supply chain solutions, terminal operations",Stable,Positive,Logistics;IT;Port Ops;Supply Chain,https://www.linkedin.com/company/hapag-lloyd,"Third-largest container shipping company worldwide offering global liner shipping, logistics, and supply chain solutions",Low
C139,COSCO Shipping Holdings,https://coscoshipping.com.cn,Logistics & Shipping,"Container shipping, bulk shipping, logistics, port operations",China,Shanghai,Shanghai,1001-5000,28000M,2016,Public,Global trade shippers; freight forwarders; governments,Logistics Services + Shipping,Freight + logistics fees,Global,"Container fleets, bulk shipping, terminal operations, logistics integration, port investment",Stable,Neutral,Logistics;IT;Port;Supply Chain,https://www.linkedin.com/company/cosco-shipping,One of the largest container shipping companies globally with extensive port terminal operations and integrated logistics services,Low
C140,McDonald's Corporation,https://mcdonalds.com,Restaurants,"Quick-service restaurants (burgers, fries, McCafe, breakfast)",United States,Chicago,Illinois,501-1000,25000M,1955,Public,Consumers; franchisees,Franchising + Company-operated,Franchise fees + product sales,Global,"Burgers, fries, nuggets, McCafe, breakfast, McCrispy, wraps",Stable,Positive,Franchise Ops;Digital App;CRM;POS;Supply Chain,https://www.linkedin.com/company/mcdonalds,"World's largest restaurant company operating over 40,000 restaurants globally known for burgers, fries, and the Big Mac",Medium
C141,"Yum! Brands, Inc.",https://yum.com,Restaurants,"Fast food: KFC, Taco Bell, Pizza Hut, Habit Burger",United States,Louisville,Kentucky,501-1000,7000M,1997,Public,Consumers; franchisees,Franchising + Company-operated,Franchise fees + product sales,Global,"KFC, Taco Bell, Pizza Hut, Habit Burger & Grill",Growing,Positive,Franchise Ops;Digital;CRM;Supply Chain;AI,https://www.linkedin.com/company/yum-brands,"Global fast food company operating KFC, Taco Bell, Pizza Hut, and Habit Burger with over 44,000 restaurants in 151 countries and territories",Medium
C142,AbbVie Inc.,https://abbvie.com,Pharmaceuticals,"Biopharmaceuticals: immunology, oncology, neuroscience, aesthetics",United States,North Chicago,Illinois,501-1000,54000M,2013,Public,Patients; healthcare providers; payers; pharmacies,Pharmaceuticals,Product sales (brand + biosimilar),Global,"Humira, Skyrizi, Rinvoq, Botox Therapeutic, Imbruvica, Venclexta",Stable,Positive,R&D;Biologics;Manufacturing;Regulatory;Supply Chain,https://www.linkedin.com/company/abbvie,"Global biopharmaceutical company researching and developing innovative therapies in immunology, oncology, neuroscience, and aesthetics",Low
C143,Bristol-Myers Squibb,https://bms.com,Pharmaceuticals,"Biopharmaceuticals: oncology, cardiovascular, immunology, hematology",United States,Princeton,New Jersey,501-1000,45000M,1858,Public,Patients; healthcare providers; hospitals; payers,Pharmaceuticals,Product sales,Global,"Opdivo, Eliquis, Revlimid, abecma (CAR T), Camzyos, Yervoy",Stable,Positive,R&D;Cell Therapy;Biologics;Manufacturing;Regulatory,https://www.linkedin.com/company/bristol-myers-squibb,"Research-driven biopharmaceutical company focused on discovering and delivering innovative medicines for serious diseases in oncology, cardiovascular, and immunology",Low
C144,Amgen Inc.,https://amgen.com,Pharmaceuticals,"Biopharmaceuticals: oncology, inflammation, neuroscience, cardiovascular",United States,Thousand Oaks,California,501-1000,29000M,1980,Public,Patients; healthcare providers; specialty pharmacies,Pharmaceuticals,Product sales (biologics + biosimilars),Global,"Enbrel, Prolia, Otezla, Repatha, XGEVA, LUMAKRAS",Stable,Positive,Biologics;R&D;Cell Culture;Manufacturing;Regulatory,https://www.linkedin.com/company/amgen,"Biotechnology pioneer and leader in developing and manufacturing biologic therapeutics for cancer, cardiovascular, inflammation, and other serious diseases",Low
C146,Lululemon Athletica,https://lululemon.com,Retail,"Athletic apparel, footwear, accessories",Canada,Vancouver,British Columbia,501-1000,11000M,2000,Public,Consumers,B2C Retail,Product sales + e-commerce,North America + Global,"Athletic apparel, yoga pants, running gear, men's athletic wear",Growing,Positive,ASP;CRM;POS;Mobile,https://www.linkedin.com/company/lululemon-atheltica,"Athletic apparel and accessories brand known for yoga, running, and lifestyle wear with premium fabric technology",Medium
C147,Dick's Sporting Goods,https://dickssportinggoods.com,Retail,"Sporting goods, equipment, apparel, footwear",United States,Coraopolis,Pennsylvania,1001-5000,12800M,1948,Public,Consumers; pro athletes,B2C Retail + Pro,Product sales + e-commerce,North America,"Sporting goods, athletic apparel, footwear, equipment, team sports, guns, firearms",Stable,Positive,ASP;CRM;POS;E-commerce;Mobile,https://www.linkedin.com/company/dicks-sporting-goods,"Sporting goods retailer offering equipment, apparel, and footwear for team sports, outdoor, and fitness activities",Medium
C148,TJX Companies,https://tjx.com,Retail,"Off-price apparel, home fashions, accessories",United States,Framingham,Massachusetts,501-1000,55000M,1976,Public,Consumers; value shoppers,B2C Retail,Product sales,North America + Global,"Apparel, home fashions, accessories, jewelry, beauty, footwear, off-price merchandise",Stable,Positive,ASP;CRM;POS;RFID;Logistics,https://www.linkedin.com/company/tjx-companies,"Off-price retailer of apparel, home fashions, and accessories offering brand-name items at significant discounts",Medium
C149,Ace Hardware,https://acehardware.com,Retail,"Hardware, home improvement, tools, garden supplies",United States,Oak Brook,Illinois,1001-5000,6000M,1924,Cooperative,Consumers; DIY; pros,B2C Retail + Green Industry,Product sales + services,North America + Global,"Hardware, home improvement, lawn & garden, tools, paint, plumbing, electrical",Stable,Positive,ASP;POS;Supply Chain;Co-op Model,https://www.linkedin.com/company/ace-hardware,"Hardware retailer and cooperative offering tools, home improvement, hardware, lawn and garden products and services",Medium
C150,TJX Companies — Marshall's,https://marshalls.com,Retail,"Off-price apparel, home fashions, accessories",United States,Framingham,Massachusetts,501-1000,35000M,1976,Public,Consumers; value shoppers,B2C Retail,Product sales,North America + Global,"Apparel, home fashions, accessories, footwear, off-price merchandise for men,women, kids",Stable,Positive,ASP;CRM;POS;Logistics;RFID,https://www.linkedin.com/company/tjx-companies,Off-price apparel and home fashion retailer offering branded goods at significant discounts in a treasure-hunt shopping experience,Medium
C151,Ulta Beauty,https://ulta.com,Retail,"Beauty products, cosmetics, skincare, fragrance, hair care",United States,Bolingbrook,Illinois,501-1000,13000M,1992,Public,Consumers; beauty enthusiasts,B2C Retail,Product sales + services,North America,"Beauty products, cosmetics, skincare, fragrance, hair care, salon services",Growing,Positive,ASP;POS;CRM;E-commerce;Mobile,https://www.linkedin.com/company/ulta-beauty,"Beauty retailer offering cosmetics, skincare, fragrance, hair care, and salon services with a large brand portfolio and loyalty program",Medium
C152,O'Reilly Auto Parts,https://oreillyauto.com,Retail,"Automotive parts, accessories, tools, and paint",United States,Springfield,Missouri,501-1000,15000M,1957,Public,Automotive DIY consumers; professional repair shops,B2C + B2B Retail,Product sales + e-commerce,North America,"Automotive parts, accessories, tools, paint, service parts, emissions",Growing,Positive,ASP;POS;Supply Chain;E-commerce;Mobile,https://www.linkedin.com/company/oreilly-auto-parts,"Automotive aftermarket retailer and distributor of parts, accessories, and tools for DIY consumers and professional repair shops",Medium
C153,Harbor Freight Tools,https://harborfreight.com,Retail,"Tools, hardware, equipment, and garage supplies",United States,Calabasas,California,501-1000,7600M,1977,Private,DIY consumers; pros; contractors,B2C + B2B Retail,Product sales,North America + Global,"Tools, hardware, equipment, garage supplies, automotive tools",Growing,Positive,ASP;POS;Supply Chain;Logistics,https://www.linkedin.com/company/harbor-freight-tools,"Discount tool retailer offering tools, hardware, equipment, and garage supplies at value prices for DIY and professional users",Medium
C154,Wegmans Food Markets,https://wegmans.com,Retail,"Grocery, supermarket, fresh foods, prepared meals",United States,Rochester,New York,501-1000,12000M,1916,Private,Consumers; families,B2C Retail,Product sales,North America,"Grocery, fresh foods, prepared meals, bakery, deli, wine, specialty foods",Stable,Positive,ASP;POS;Supply Chain;Private Label;E-commerce,https://www.linkedin.com/company/wegmans-food-markets,"Family-owned grocery chain known for high-quality fresh foods, prepared meals, bakery, and specialty items with strong customer loyalty",Medium
C155,Bass Pro Shops,https://bassproshops.com,Retail,"Outdoor recreation, hunting, fishing, camping, boating gear",United States,Springfield,Missouri,501-1000,7000M,1972,Private,Outdoor enthusiasts; hunters; anglers; campers,B2C Retail,Product sales,North America,"Hunting, fishing, camping, boating, outdoor gear, firearms, archery, wildlife conservation",Stable,Positive,ASP;POS;Supply Chain;E-commerce,https://www.linkedin.com/company/bass-pro-shops,"Outdoor recreation retailer specializing in hunting, fishing, camping, and boating gear with conservation and wildlife focus",Medium
C156,Kellanova,https://kellanova.com,Food & Beverage,"Snack foods, cereals, and international food brands",United States,Chicago,Illinois,501-1000,13000M,2023,Public,Consumers,B2C,Product sales + licensing,Global,"Pringles, Cheez-It, Pop-Tarts, Eggo, Gardenburger, Nutri-Grain, Kellogg's cereals internationally",Stable,Positive,ERP;CRM;Supply Chain;Digital Marketing,https://www.linkedin.com/company/kellanova,"Global snack foods company with iconic brands including Pringles, Cheez-It, Pop-Tarts, Eggo, Gardenburger, and Nutri-Grain",Medium
C157,Kraft Heinz,https://kraftheinzcompany.com,Food & Beverage,"Packaged foods, condiments, sauces, cheese, lunch meats",United States,Pittsburgh,Pennsylvania,501-1000,26000M,2015,Public,Consumers,B2C,Product sales + licensing,Global,"Ketchup, mustard, mac & cheese, lunchables, cheese, sauces, condiments, packaged meals, snacks",Stable,Neutral,ERP;CRM;Supply Chain;Digital;AI,https://www.linkedin.com/company/kraft-heinz,"Packaged foods company with iconic brands including Kraft, Heinz, Oscar Mayer, Lunchables, and Philadelphia cream cheese",Medium
C158,Conagra Brands,https://conagrabrands.com,Food & Beverage,"Packaged foods, frozen meals, snacks, and condiments",United States,Chicago,Illinois,501-1000,13000M,1919,Public,Consumers,B2C,Product sales + licensing,North America,"Frozen meals, canned vegetables, snacks, condiments, branded pantry, pizza, desserts",Stable,Neutral,ERP;CRM;Supply Chain;Digital,https://www.linkedin.com/company/conagra-brands,"Packaged food company known for frozen meals, snacks, canned vegetables, and condiments including Healthy Choice, Banquet, Slim Jim, and Hunt's",Medium
C159,Campbell Soup Company,https://campbellsoupcompany.com,Food & Beverage,"Packaged soups, sauces, broths, snacks, beverages",United States,Camden,New Jersey,501-1000,9000M,1869,Public,Consumers,B2C,Product sales,North America + Global,"Soups, broths, sauces, beverages, snacks, nutraceuticals",Stable,Neutral,ERP;CRM;Manufacturing;Supply Chain,https://www.linkedin.com/company/campbell-soup-company,"Food company with iconic brands including Campbell's soup, Pepperidge Farm, Prego, V8, and Goldfish snacks",Medium
C160,General Mills,https://generalmills.com,Food & Beverage,"Packaged foods, cereals, baking products, meals, snacks, and pet food",United States,Golden Valley,Minnesota,501-1000,20000M,1856,Public,Consumers,B2C,Product sales,North America + Global,"Cereals, baking products, meals, snacks, pet food (Blue Buffalo), yogurt, ice cream, refrigerated dough",Stable,Neutral,ERP;CRM;Manufacturing;Supply Chain,https://www.linkedin.com/company/general-mills,"Packaged foods company with brands including Cheerios, Betty Crocker, Pillsbury, Blue Buffalo, Häagen-Dazs, and Annie's",Medium
C161,Mondelēz International,https://mondelezinternational.com,Food & Beverage,"Snack foods, confectionery, biscuits, chocolate, gum",United States,Chicago,Illinois,501-1000,31000M,2012,Public,Consumers,B2C + B2B,Product sales + licensing,Global,"Candy, chocolate, biscuits, cookies, gum, snacks, confectionery",Stable,Positive,ERP;CRM;Manufacturing;Supply Chain;Digital,https://www.linkedin.com/company/mondelez-international,"Snack food company with global brands including Oreo, Cadbury, Toblerone, Halls, Ritz, belVita, Nutter Butter, and Sour Patch Kids",Medium
C162,Unilever,https://unilever.com,Food & Beverage,"Foods, ice cream, condiments, beverages, and specialty ingredients",United States,Boston,Massachusetts,1001-5000,62000M,1929,Public,Consumers; foodservice,B2C + B2B,Product sales + licensing,Global,"Foods, ice cream (Ben & Jerry's), mayonnaise (Hellmann's), condiments, tea (Lipton), specialty ingredients",Stable,Neutral,ERP;CRM;Manufacturing;Supply Chain;Digital,https://www.linkedin.com/company/unilever,"Consumer goods company with foods brands including Hellmann's, Lipton, Ben & Jerry's ice cream, Slim-Fast, and Robitussin",Medium
C163,PepsiCo,https://pepsico.com,Food & Beverage,"Snack foods, beverages, and convenience foods",United States,Purchase,New York,1001-5000,91000M,1898,Public,Consumers,B2C + B2B,Product sales,Global,"Pepsi, Mountain Dew, Gatorade, Tropicana, Doritos, Cheetos, Rice-A-Roni, Aquafina, Sodas, packaged snacks, beverages",Stable,Positive,ERP;CRM;Manufacturing;Supply Chain;Digital;AI,https://www.linkedin.com/company/pepsico,"Global food and beverage company with snacks and beverages brands including Pepsi, Doritos, Cheetos, Gatorade, and Mountain Dew",Medium
C164,The Coca-Cola Company,https://coca-colacompany.com,Food & Beverage,"Non-alcoholic beverages, sparkling soft drinks, water, juice, sports drinks, coffee",United States,Atlanta,Georgia,501-1000,47000M,1892,Public,Consumers,B2C + B2B,Product sales + franchise,Global,"Coca-Cola, Sprite, Fanta, Dasani, Minute Maid, Powerade, Smartwater, Honest Tea, Costa Coffee, bubbly beverages",Stable,Positive,ERP;CRM;Manufacturing;Supply Chain;Digital;AI,https://www.linkedin.com/company/the-coca-cola-company,"Global beverage company with iconic brands including Coca-Cola, Sprite, Fanta, Dasani, Minute Maid, and Powerade",Medium
C165,Nestlé S.A.,https://nestle.com,Food & Beverage,"Food and beverage products, pet care, nutrition, health science",Switzerland,Vevey,Vaud,10001-50000,108000M,1866,Public,Consumers; pet owners; businesses,B2C + B2B,Product sales + licensing,Global,"Coffee, chocolate, pet care (Purina), water, baby food, cereals, dairy, ice cream, nutrition, health science",Stable,Positive,ERP;CRM;Manufacturing;Supply Chain;Digital,https://www.linkedin.com/company/nestle,"World's largest food and beverage company with brands including Nescafé, KitKat, Purina, Perrier, Nespresso, and Gerber",Medium
C166,"Chegg, Inc.",https://chegg.com,Education,"Online learning, homework help, textbook solutions, tutoring",United States,Santa Clara,California,101-250,618M,2006,Public,Students; learners; educators,B2C SaaS,Subscription,Global,"Homework help, textbook solutions, study help, tutoring, writing, AI learning tools",Declining,Negative,AI;Web;Mobile;Content,https://www.linkedin.com/company/chegg,"Online learning platform providing homework help, textbook solutions, tutoring, and AI-powered study tools for students",Low
C167,Coursera Inc.,https://coursera.org,Education,"Online learning platform: courses, certificates, degrees",United States,Sunnyvale,California,501-1000,700M,2012,Public,Learners; enterprises; universities,B2C + B2B SaaS,Subscription + marketplace,Global,"Courses, professional certificates, degree programs, enterprise upskilling",Growing,Positive,AI;Web;Mobile;Cloud;Video,https://www.linkedin.com/company/coursera,"Leading online learning platform offering courses, certificates, and degrees from top universities and companies",High
C168,"Duolingo, Inc.",https://duolingo.com,Education,Language learning app and platform,United States,Pittsburgh,Pennsylvania,51-100,200M,2011,Public,Language learners; consumers,B2C,Freemium + subscription,Global,"Language learning, gamified lessons, language proficiency tests (DET), flashcards",Growing,Positive,AI;Mobile;Web;Gamification,https://www.linkedin.com/company/duolingo,"Language learning platform with gamified lessons in over 40 languages, reaching hundreds of millions of learners worldwide",Medium
C169,BridgeU,https://bridgeu.com,Education,College and university admissions guidance software,United Kingdom,London,London,51-100,12M,2016,Private,High school students; counselors; schools,B2B SaaS,Subscription,Global,"University admissions guidance, school management, counseling tools",Growing,Positive,Web;Mobile;SaaS;Analytics,https://www.linkedin.com/company/bridgeu,"Platform providing admissions guidance and tools for high schools, counselors, and students navigating university applications",Medium
C170,Quizlet Inc.,https://quizlet.com,Education,"Study tools, flashcards, practice tests, AI tutoring",United States,San Francisco,California,101-250,50M,2005,Private,Students; teachers; learners,B2C SaaS,Freemium + subscription,Global,"Flashcards, study sets, practice tests, AI tutor, language learning",Growing,Positive,AI;Web;Mobile;SaaS,https://www.linkedin.com/company/quizlet,"Study platform offering flashcards, practice tests, and AI tutoring to help students learn and retain information",Medium
C171,"Synopsys, Inc.",https://synopsys.com,Semiconductor / Electronics,"Electronic design automation (EDA) software, semiconductor IP, and application security",United States,Mountain View,California,501-1000,5000M,1986,Public,Semiconductor companies; software developers; enterprises,B2B SaaS + License,Subscription + license,Global,"Electronic design automation, silicon verification, IP cores, software security, AI-assisted design",Growing,Positive,Software;EDA;AI;Cloud;SaaS,https://www.linkedin.com/company/synopsys,"Electronic design automation and semiconductor IP company providing tools for chip design, verification, and application security testing",High
C172,Arm Holdings plc,https://arm.com,Semiconductor / Electronics,"Semiconductor intellectual property (IP): CPU, GPU, and system IP for chip design",United Kingdom,Cambridge,Cambridgeshire,501-1000,3200M,2016,Public,Semiconductor companies; device makers; cloud companies,B2B Licensing,RISC architecture licensing + royalty,Global,"CPU cores, GPU, system IP, edge AI, IoT, automotive, cloud silicon design",Growing,Positive,Silicon;IP;Architecture;AI,https://www.linkedin.com/company/arm-holdings,"Semiconductor IP company designing chip architectures powering smartphones, IoT, automotive, and cloud devices with RISC-based CPU cores",High
C173,Rambus Inc.,https://rambus.com,Semiconductor / Electronics,"Memory interface IP, security IP, and connectivity solutions for chips",United States,San Jose,California,51-100,520M,1990,Public,Chip designers; memory vendors; consumer electronics,B2B Licensing,IP licensing + royalty,Global,"Memory interface IP (DDR, HDMI, PCIe), chip security, cryptography, connectivity IP",Stable,Neutral,IP;Security;Cryptography;Memory Interface,https://www.linkedin.com/company/rambus,"Technology company providing memory interface IP, chip security, and connectivity solutions used in consumer electronics and computing devices",Medium
C174,"Marvell Technology, Inc.",https://marvell.com,Semiconductor / Electronics,"Semiconductor solutions for data infrastructure, networking, storage, and automotive",United States,Santa Clara,California,501-1000,6100M,1995,Public,Data center operators; networking equipment makers; automotive,B2B,Product sales + design services,Global,"Ethernet switches, storage controllers, data infrastructure silicon, automotive processors",Growing,Positive,Semiconductor;Networking;Storage;Automotive;ASIC,https://www.linkedin.com/company/marvell-technology,"Semiconductor company providing data infrastructure silicon for networking, storage, and automotive applications in data centers and cloud",High
C175,"Skyworks Solutions, Inc.",https://skyworks.com,Semiconductor / Electronics,Analog and RF semiconductors for wireless communications,United States,Woburn,Massachusetts,501-1000,4300M,2002,Public,Mobile device makers; wireless infrastructure companies; IoT,B2B,Product sales,Global,"RF transceivers, power amplifiers, wireless connectivity, IoT, 5G/WiFi/Bluetooth, mobile solutions",Growing,Positive,RF;Analog;Semiconductor;Wireless,https://www.linkedin.com/company/skyworks-solutions,"RF and analog semiconductor company designing chips for wireless communications in mobile devices, IoT, and wireless infrastructure",Medium
C176,"Qorvo, Inc.",https://qorvo.com,Semiconductor / Electronics,"RF, analog, and power semiconductor solutions for wireless and defense industries",United States,Henderson,Nevada,501-1000,4000M,2016,Public,Wireless device makers; defense electronics; aerospace,B2B,Product sales + design services,Global,"RF front-end modules, power management, GaN solutions, wireless connectivity",Growing,Positive,RF;GaN;Semiconductor;Wireless;Defense,https://www.linkedin.com/company/qorvo,"RF and power semiconductor company providing solutions for wireless communications, defense electronics, and aerospace applications",Medium
C177,"Monolithic Power Systems, Inc.",https://mps.com,Semiconductor / Electronics,Power management and analog semiconductors,United States,San Jose,California,51-100,1600M,1997,Public,Consumer electronics; industrial; IoT; cloud computing,B2B,Product sales,Global,"Power management ICs, MOSFETs, analog ICs, magnetic components, energy-efficient power solutions",Growing,Positive,Power Management;Analog;Semiconductor;IoT,https://www.linkedin.com/company/monolithic-power-systems,"Power management semiconductor company designing energy-efficient analog and power ICs for consumer, industrial, and cloud applications",Medium
C178,Qualcomm Incorporated,https://qualcomm.com,Semiconductor / Electronics,"Wireless technology, semiconductors, and licensing: mobile chips, 5G, IoT, automotive",United States,San Diego,California,501-1000,43200M,1985,Public,Mobile device makers; automotive OEMs; IoT; networking,B2B Licensing + Product sales,Licensing royalties + chip sales,Global,"Snapdragon mobile processors, 5G modems, automotive chips, IoT, Wi-Fi, licensing",Growing,Positive,Wireless;5G;Semiconductor;Mobile;IoT;Automotive,https://www.linkedin.com/company/qualcomm,"Wireless technology and semiconductor company behind Snapdragon mobile processors, 5G modems, and wireless standards with licensing business",High
